TXNAME	GENEID
XM_002184172.1	PHATRDRAFT_6151
XM_002184056.1	PHATRDRAFT_49433
XM_002184173.1	PHATRDRAFT_40135
XM_002184057.1	PHATRDRAFT_40136
XM_002184174.1	PHATRDRAFT_49434
XM_002184058.1	PHATRDRAFT_49435
XM_002184175.1	PHATRDRAFT_49436
XM_002184059.1	PHATRDRAFT_49437
XM_002184176.1	PHATRDRAFT_23224
XM_002184177.1	PHATRDRAFT_49439
XM_002184060.1	PHATRDRAFT_30352
XM_002184178.1	PHATRDRAFT_49441
XM_002184061.1	PHATRDRAFT_49442
XM_002184179.1	PHATRDRAFT_49443
XM_002184062.1	PHATRDRAFT_40147
XM_002184180.1	PHATRDRAFT_40148
XM_002184063.1	PHATRDRAFT_49445
XM_002184064.1	PHATRDRAFT_40151
XM_002184065.1	PHATRDRAFT_40152
XM_002184181.1	PHATRDRAFT_49447
XM_002184066.1	PHATRDRAFT_40154
XM_002184182.1	PHATRDRAFT_15960
XM_002184183.1	PHATRDRAFT_49450
XM_002184067.1	PHATRDRAFT_49451
XM_002184184.1	PHATRDRAFT_40158
XM_002184185.1	PHATRDRAFT_49453
XM_002184186.1	PHATRDRAFT_49454
XM_002184068.1	PHATRDRAFT_49455
XM_002184069.1	PHATRDRAFT_40162
XM_002184070.1	PHATRDRAFT_40163
XM_002184187.1	PHATRDRAFT_49457
XM_002184071.1	PHATRDRAFT_15977
XM_002184188.1	PHATRDRAFT_49459
XM_002184189.1	PHATRDRAFT_30365
XM_002184072.1	PHATRDRAFT_49461
XM_002184190.1	PHATRDRAFT_49462
XM_002184073.1	PHATRDRAFT_55046
XM_002184191.1	PHATRDRAFT_40171
XM_002184074.1	PHATRDRAFT_40172
XM_002184192.1	PHATRDRAFT_49464
XM_002184075.1	PHATRDRAFT_40174
XM_002184193.1	PHATRDRAFT_49466
XM_002184076.1	PHATRDRAFT_40176
XM_002184077.1	PHATRDRAFT_49467
XM_002184194.1	PHATRDRAFT_15870
XM_002184195.1	PHATRDRAFT_49469
XM_002184196.2	PHATRDRAFT_52561
XM_002184078.1	PHATRDRAFT_49471
XM_002184197.1	PHATRDRAFT_49472
XM_002184079.1	PHATRDRAFT_15937
XM_002184198.1	PHATRDRAFT_16021
XM_002184199.1	PHATRDRAFT_49474
XM_002184200.1	PHATRDRAFT_40186
XM_002184201.1	PHATRDRAFT_49475
XM_002184080.1	PHATRDRAFT_15913
XM_002184202.1	PHATRDRAFT_40189
XM_002184203.1	PHATRDRAFT_15922
XM_002184081.1	PHATRDRAFT_49478
XM_002184204.1	PHATRDRAFT_23247
XM_002184082.1	PHATRDRAFT_40193
XM_002184083.1	PHATRDRAFT_49480
XM_002184084.1	PHATRDRAFT_49481
XM_002184205.1	PHATRDRAFT_49482
XM_002184085.1	PHATRDRAFT_49483
XM_002184086.1	PHATRDRAFT_49483
XM_002184087.1	PHATRDRAFT_16008
XM_002184206.1	PHATRDRAFT_40199
XM_002184088.1	PHATRDRAFT_40200
XM_002184207.1	PHATRDRAFT_23253
XM_002184089.1	PHATRDRAFT_49486
XM_002184090.1	PHATRDRAFT_49487
XM_002184208.1	PHATRDRAFT_49488
XM_002184091.1	PHATRDRAFT_23257
XM_002184092.1	PHATRDRAFT_55057
XM_002184209.1	PHATRDRAFT_49491
XM_002184093.1	PHATRDRAFT_23260
XM_002184094.1	PHATRDRAFT_40209
XM_002184210.1	PHATRDRAFT_30389
XM_002184095.1	PHATRDRAFT_49494
XM_002184211.1	PHATRDRAFT_49495
XM_002184096.1	PHATRDRAFT_49496
XM_002184097.1	PHATRDRAFT_40214
XM_002184212.1	PHATRDRAFT_49497
XM_002184098.1	PHATRDRAFT_49498
XM_002184213.1	PHATRDRAFT_15948
XM_002184214.1	PHATRDRAFT_49500
XM_002184215.1	PHATRDRAFT_40219
XM_002184099.1	PHATRDRAFT_49501
XM_002184100.1	PHATRDRAFT_49502
XM_002184216.1	PHATRDRAFT_30394
XM_002184101.1	PHATRDRAFT_4127
XM_002184217.1	PHATRDRAFT_49505
XM_002184102.1	PHATRDRAFT_49506
XM_002184103.1	PHATRDRAFT_49507
XM_002184218.1	PHATRDRAFT_49508
XM_002184104.1	PHATRDRAFT_40228
XM_002184105.1	PHATRDRAFT_49509
XM_002184219.1	PHATRDRAFT_49510
XM_002184106.1	PHATRDRAFT_49511
XM_002184107.1	PHATRDRAFT_15968
XM_002184108.1	PHATRDRAFT_23281
XM_002184220.1	PHATRDRAFT_49514
XM_002184109.1	PHATRDRAFT_40235
XM_002184221.1	PHATRDRAFT_15884
XM_002184110.1	PHATRDRAFT_23286
XM_002184111.1	PHATRDRAFT_40238
XM_002184222.1	PHATRDRAFT_40239
XM_002184223.1	PHATRDRAFT_42302
XM_002184224.1	PHATRDRAFT_15917
XM_002184112.1	PHATRDRAFT_49518
XM_002184225.1	PHATRDRAFT_23292
XM_002184226.1	PHATRDRAFT_16018
XM_002184113.1	PHATRDRAFT_49520
XM_002184227.1	PHATRDRAFT_49521
XM_002184228.1	PHATRDRAFT_49522
XM_002184229.1	PHATRDRAFT_49523
XM_002184114.1	PHATRDRAFT_49524
XM_002184230.1	PHATRDRAFT_49525
XM_002184231.1	PHATRDRAFT_49526
XM_002184232.1	PHATRDRAFT_49527
XM_002184233.1	PHATRDRAFT_49528
XM_002184115.1	PHATRDRAFT_40254
XM_002184116.1	PHATRDRAFT_49529
XM_002184234.1	PHATRDRAFT_15859
XM_002184117.1	PHATRDRAFT_15935
XM_002184118.1	PHATRDRAFT_15980
XM_002184235.1	PHATRDRAFT_49533
XM_002184119.1	PHATRDRAFT_49534
XM_002184120.1	PHATRDRAFT_40261
XM_002184121.1	PHATRDRAFT_23306
XM_002184236.1	PHATRDRAFT_49537
XM_002184122.1	PHATRDRAFT_40264
XM_002184123.1	PHATRDRAFT_49538
XM_002184237.1	PHATRDRAFT_49539
XM_002184238.1	PHATRDRAFT_49540
XM_002184124.1	PHATRDRAFT_16036
XM_002184239.1	PHATRDRAFT_49542
XM_002184240.1	PHATRDRAFT_30436
XM_002184241.1	PHATRDRAFT_40271
XM_002184242.1	PHATRDRAFT_23314
XM_002184125.1	PHATRDRAFT_40273
XM_002184126.1	PHATRDRAFT_49544
XM_002184127.1	PHATRDRAFT_49545
XM_002184243.1	PHATRDRAFT_51214
XM_002184244.1	PHATRDRAFT_40277
XM_002184128.1	PHATRDRAFT_40278
XM_002184129.1	PHATRDRAFT_40279
XM_002184245.1	PHATRDRAFT_40280
XM_002184246.1	PHATRDRAFT_49547
XM_002184247.1	PHATRDRAFT_40282
XM_002184343.1	PHATRDRAFT_30446
XM_002184344.1	PHATRDRAFT_55067
XM_002184248.1	PHATRDRAFT_49550
XM_002184249.1	PHATRDRAFT_49551
XM_002184250.1	PHATRDRAFT_16155
XM_002184251.1	PHATRDRAFT_49552
XM_002184345.1	PHATRDRAFT_49553
XM_002184252.1	PHATRDRAFT_23324
XM_002184346.1	PHATRDRAFT_49555
XM_002184253.1	PHATRDRAFT_49556
XM_002184347.1	PHATRDRAFT_49557
XM_002184348.1	PHATRDRAFT_49558
XM_002184254.1	PHATRDRAFT_49559
XM_002184349.1	PHATRDRAFT_16120
XM_002184255.1	PHATRDRAFT_42307
XM_002184256.1	PHATRDRAFT_49562
XM_002184257.1	PHATRDRAFT_49563
XM_002184258.1	PHATRDRAFT_40300
XM_002184350.1	PHATRDRAFT_49564
XM_002184259.1	PHATRDRAFT_16141
XM_002184351.1	PHATRDRAFT_40303
XM_002184260.1	PHATRDRAFT_49566
XM_002184261.1	PHATRDRAFT_49567
XM_002184262.1	PHATRDRAFT_49568
XM_002184263.1	PHATRDRAFT_16063
XM_002184352.1	PHATRDRAFT_49570
XM_002184264.1	PHATRDRAFT_49571
XM_002184265.1	PHATRDRAFT_49572
XM_002184353.1	PHATRDRAFT_8457
XM_002184354.1	PHATRDRAFT_49574
XM_002184266.1	PHATRDRAFT_16125
XM_002184355.1	PHATRDRAFT_49575
XM_002184356.1	PHATRDRAFT_49576
XM_002184357.1	PHATRDRAFT_40315
XM_002184358.1	PHATRDRAFT_55069
XM_002184267.1	PHATRDRAFT_40317
XM_002184359.1	PHATRDRAFT_49578
XM_002184360.1	PHATRDRAFT_49579
XM_002184361.1	PHATRDRAFT_49580
XM_002184362.1	PHATRDRAFT_16157
XM_002184268.1	PHATRDRAFT_40322
XM_002184269.1	PHATRDRAFT_30461
XM_002184270.1	PHATRDRAFT_30466
XM_002184271.1	PHATRDRAFT_40325
XM_002184363.1	PHATRDRAFT_4014
XM_002184272.1	PHATRDRAFT_30471
XM_002184364.1	PHATRDRAFT_49586
XM_002184273.1	PHATRDRAFT_40329
XM_002184365.1	PHATRDRAFT_49588
XM_002184274.1	PHATRDRAFT_49589
XM_002184366.1	PHATRDRAFT_49590
XM_002184275.1	PHATRDRAFT_49591
XM_002184367.1	PHATRDRAFT_49592
XM_002184276.1	PHATRDRAFT_16052
XM_002184368.1	PHATRDRAFT_49594
XM_002184369.1	PHATRDRAFT_49595
XM_002184370.1	PHATRDRAFT_40338
XM_002184277.1	PHATRDRAFT_49596
XM_002184371.1	PHATRDRAFT_55070
XM_002184372.1	PHATRDRAFT_49598
XM_002184278.1	PHATRDRAFT_49599
XM_002184373.1	PHATRDRAFT_49600
XM_002184279.1	PHATRDRAFT_49601
XM_002184374.1	PHATRDRAFT_49602
XM_002184375.1	PHATRDRAFT_16065
XM_002184376.1	PHATRDRAFT_40347
XM_002184377.1	PHATRDRAFT_49604
XM_002184378.1	PHATRDRAFT_40349
XM_002184280.1	PHATRDRAFT_49605
XM_002184281.1	PHATRDRAFT_49606
XM_002184379.1	PHATRDRAFT_49607
XM_002184282.1	PHATRDRAFT_49608
XM_002184380.1	PHATRDRAFT_40354
XM_002184381.1	PHATRDRAFT_55073
XM_002184382.1	PHATRDRAFT_49610
XM_002184283.1	PHATRDRAFT_16140
XM_002184383.1	PHATRDRAFT_49612
XM_002184284.1	PHATRDRAFT_49613
XM_002184285.1	PHATRDRAFT_40360
XM_002184384.1	PHATRDRAFT_16067
XM_002184286.1	PHATRDRAFT_40362
XM_002184385.1	PHATRDRAFT_49616
XM_002184287.1	PHATRDRAFT_49617
XM_002184386.1	PHATRDRAFT_49618
XM_002184387.1	PHATRDRAFT_30486
XM_002184388.1	PHATRDRAFT_49620
XM_002184288.1	PHATRDRAFT_40368
XM_002184289.1	PHATRDRAFT_40369
XM_002184290.1	PHATRDRAFT_49621
XM_002184291.1	PHATRDRAFT_23365
XM_002184389.1	PHATRDRAFT_49624
XM_002184292.1	PHATRDRAFT_49625
XM_002184390.1	PHATRDRAFT_40375
XM_002184293.1	PHATRDRAFT_49626
XM_002184294.1	PHATRDRAFT_49627
XM_002184391.1	PHATRDRAFT_40378
XM_002184392.1	PHATRDRAFT_49629
XM_002184295.1	PHATRDRAFT_40381
XM_002184296.1	PHATRDRAFT_40382
XM_002184393.1	PHATRDRAFT_49630
XM_002184394.1	PHATRDRAFT_49631
XM_002184297.1	PHATRDRAFT_49632
XM_002184395.1	PHATRDRAFT_49633
XM_002184396.1	PHATRDRAFT_49634
XM_002184397.1	PHATRDRAFT_49635
XM_002184398.1	PHATRDRAFT_49636
XM_002184298.1	PHATRDRAFT_49637
XM_002184299.1	PHATRDRAFT_49638
XM_002184399.1	PHATRDRAFT_49639
XM_002184300.1	PHATRDRAFT_49640
XM_002184400.1	PHATRDRAFT_49641
XM_002184301.1	PHATRDRAFT_49642
XM_002184401.1	PHATRDRAFT_49644
XM_002184302.1	PHATRDRAFT_23371
XM_002184303.1	PHATRDRAFT_49646
XM_002184304.1	PHATRDRAFT_49647
XM_002184402.1	PHATRDRAFT_49648
XM_002184305.1	PHATRDRAFT_56172
XM_002184403.1	PHATRDRAFT_49650
XM_002184306.1	PHATRDRAFT_40404
XM_002184404.1	PHATRDRAFT_49651
XM_002184307.1	PHATRDRAFT_49652
XM_002184405.1	PHATRDRAFT_23375
XM_002184308.2	PHATRDRAFT_55080
XM_002184309.1	PHATRDRAFT_30502
XM_002184406.1	PHATRDRAFT_49656
XM_002184407.1	PHATRDRAFT_49657
XM_002184310.1	PHATRDRAFT_49658
XM_002184408.1	PHATRDRAFT_49659
XM_002184311.1	PHATRDRAFT_49660
XM_002184409.1	PHATRDRAFT_49661
XM_002184312.1	PHATRDRAFT_40416
XM_002184410.1	PHATRDRAFT_49663
XM_002184313.1	PHATRDRAFT_49664
XM_002184411.1	PHATRDRAFT_49665
XM_002184314.1	PHATRDRAFT_49666
XM_002184412.1	PHATRDRAFT_49667
XM_002184413.1	PHATRDRAFT_49668
XM_002184414.1	PHATRDRAFT_49669
XM_002184315.1	PHATRDRAFT_16142
XM_002184415.1	PHATRDRAFT_40425
XM_002184316.1	PHATRDRAFT_49670
XM_002184317.1	PHATRDRAFT_49671
XM_002184416.1	PHATRDRAFT_49672
XM_002184318.1	PHATRDRAFT_49673
XM_002184319.1	PHATRDRAFT_40430
XM_002184320.1	PHATRDRAFT_40431
XM_002184321.1	PHATRDRAFT_16069
XM_002184322.1	PHATRDRAFT_40433
XM_002184417.1	PHATRDRAFT_30514
XM_002184323.1	PHATRDRAFT_40435
XM_002184418.1	PHATRDRAFT_49678
XM_002184419.1	PHATRDRAFT_49679
XM_002184324.1	PHATRDRAFT_49680
XM_002184420.1	PHATRDRAFT_16074
XM_002184325.1	PHATRDRAFT_16130
XM_002184421.1	PHATRDRAFT_40441
XM_002184326.1	PHATRDRAFT_16073
XM_002184327.1	PHATRDRAFT_49682
XM_002184328.1	PHATRDRAFT_30519
XM_002184422.1	PHATRDRAFT_49683
XM_002184329.1	PHATRDRAFT_16147
XM_002184330.1	PHATRDRAFT_40447
XM_002184423.1	PHATRDRAFT_49685
XM_002184424.1	PHATRDRAFT_49686
XM_002184425.1	PHATRDRAFT_23399
XM_002184426.1	PHATRDRAFT_5608
XM_002184331.1	PHATRDRAFT_40453
XM_002184332.1	PHATRDRAFT_16076
XM_002184333.1	PHATRDRAFT_49690
XM_002184427.1	PHATRDRAFT_55086
XM_002184428.1	PHATRDRAFT_49693
XM_002184429.1	PHATRDRAFT_16105
XM_002184334.1	PHATRDRAFT_55087
XM_002184335.1	PHATRDRAFT_7679
XM_002184430.1	PHATRDRAFT_40461
XM_002184336.1	PHATRDRAFT_40462
XM_002184431.1	PHATRDRAFT_49699
XM_002184337.1	PHATRDRAFT_51225
XM_002184432.1	PHATRDRAFT_49701
XM_002184338.1	PHATRDRAFT_49702
XM_002184433.1	PHATRDRAFT_40467
XM_002184339.1	PHATRDRAFT_55090
XM_002184340.1	PHATRDRAFT_23423
XM_002184341.1	PHATRDRAFT_49705
XM_002184434.1	PHATRDRAFT_40470
XM_002184435.1	PHATRDRAFT_49706
XM_002184342.1	PHATRDRAFT_40472
XM_002184436.1	PHATRDRAFT_40473
XM_002184515.1	PHATRDRAFT_40474
XM_002184437.1	PHATRDRAFT_40475
XM_002184516.1	PHATRDRAFT_49707
XM_002184438.1	PHATRDRAFT_49708
XM_002184517.1	PHATRDRAFT_49709
XM_002184518.1	PHATRDRAFT_49710
XM_002184519.1	PHATRDRAFT_49711
XM_002184439.1	PHATRDRAFT_49712
XM_002184520.1	PHATRDRAFT_49713
XM_002184521.2	PHATRDRAFT_55091
XM_002184440.1	PHATRDRAFT_16168
XM_002184522.1	PHATRDRAFT_49716
XM_002184523.1	PHATRDRAFT_49717
XM_002184441.1	PHATRDRAFT_49718
XM_002184442.1	PHATRDRAFT_49719
XM_002184524.1	PHATRDRAFT_40489
XM_002184525.1	PHATRDRAFT_49720
XM_002184443.1	PHATRDRAFT_23429
XM_002184444.1	PHATRDRAFT_40492
XM_002184526.1	PHATRDRAFT_49722
XM_002184445.1	PHATRDRAFT_49723
XM_002184527.1	PHATRDRAFT_49724
XM_002184446.1	PHATRDRAFT_49725
XM_002184447.1	PHATRDRAFT_49726
XM_002184448.1	PHATRDRAFT_16210
XM_002184528.1	PHATRDRAFT_49728
XM_002184529.1	PHATRDRAFT_49729
XM_002184530.1	PHATRDRAFT_49730
XM_002184531.1	PHATRDRAFT_16243
XM_002184532.1	PHATRDRAFT_52607
XM_002184449.1	PHATRDRAFT_49733
XM_002184533.1	PHATRDRAFT_49734
XM_002184450.1	PHATRDRAFT_49735
XM_002184451.1	PHATRDRAFT_23444
XM_002184534.1	PHATRDRAFT_30572
XM_002184452.1	PHATRDRAFT_49738
XM_002184535.1	PHATRDRAFT_40510
XM_002184453.1	PHATRDRAFT_49739
XM_002184536.1	PHATRDRAFT_16261
XM_002184537.1	PHATRDRAFT_49741
XM_002184454.1	PHATRDRAFT_30578
XM_002184455.1	PHATRDRAFT_40515
XM_002184538.1	PHATRDRAFT_49743
XM_002184456.1	PHATRDRAFT_40517
XM_002184457.1	PHATRDRAFT_49745
XM_002184458.1	PHATRDRAFT_16281
XM_002184459.1	PHATRDRAFT_49747
XM_002184539.1	PHATRDRAFT_40521
XM_002184460.1	PHATRDRAFT_49748
XM_002184461.1	PHATRDRAFT_49750
XM_002184462.1	PHATRDRAFT_40525
XM_002184540.1	PHATRDRAFT_49751
XM_002184463.1	PHATRDRAFT_55096
XM_002184541.1	PHATRDRAFT_55097
XM_002184464.1	PHATRDRAFT_55100
XM_002184465.1	PHATRDRAFT_49755
XM_002184542.1	PHATRDRAFT_30585
XM_002184543.1	PHATRDRAFT_49757
XM_002184544.1	PHATRDRAFT_49758
XM_002184545.1	PHATRDRAFT_40534
XM_002184546.1	PHATRDRAFT_40535
XM_002184466.1	PHATRDRAFT_49759
XM_002184547.1	PHATRDRAFT_40538
XM_002184467.1	PHATRDRAFT_40539
XM_002184548.1	PHATRDRAFT_16162
XM_002184468.1	PHATRDRAFT_49762
XM_002184469.1	PHATRDRAFT_49763
XM_002184470.1	PHATRDRAFT_49764
XM_002184549.1	PHATRDRAFT_49765
XM_002184550.1	PHATRDRAFT_49766
XM_002184471.1	PHATRDRAFT_49767
XM_002184551.1	PHATRDRAFT_16222
XM_002184552.1	PHATRDRAFT_49769
XM_002184553.1	PHATRDRAFT_40550
XM_002184472.1	PHATRDRAFT_23467
XM_002184554.1	PHATRDRAFT_49771
XM_002184555.1	PHATRDRAFT_49772
XM_002184556.1	PHATRDRAFT_23472
XM_002184473.1	PHATRDRAFT_49774
XM_002184557.1	PHATRDRAFT_49775
XM_002184474.1	PHATRDRAFT_49776
XM_002184475.1	PHATRDRAFT_49777
XM_002184476.1	PHATRDRAFT_55102
XM_002184477.1	PHATRDRAFT_49779
XM_002184478.2	PHATRDRAFT_52619
XM_002184558.1	PHATRDRAFT_49781
XM_002184479.1	PHATRDRAFT_49782
XM_002184480.1	PHATRDRAFT_49783
XM_002184481.1	PHATRDRAFT_1971
XM_002184559.1	PHATRDRAFT_49785
XM_002184482.1	PHATRDRAFT_49786
XM_002184560.1	PHATRDRAFT_49787
XM_002184483.1	PHATRDRAFT_30609
XM_002184484.1	PHATRDRAFT_16182
XM_002184561.1	PHATRDRAFT_23489
XM_002184485.1	PHATRDRAFT_40570
XM_002184562.1	PHATRDRAFT_30615
XM_002184486.1	PHATRDRAFT_30620
XM_002184563.1	PHATRDRAFT_40573
XM_002184487.1	PHATRDRAFT_49791
XM_002184564.1	PHATRDRAFT_23497
XM_002184488.1	PHATRDRAFT_49793
XM_002184489.1	PHATRDRAFT_40577
XM_002184565.1	PHATRDRAFT_40578
XM_002184490.1	PHATRDRAFT_49794
XM_002184566.1	PHATRDRAFT_49795
XM_002184491.1	PHATRDRAFT_40581
XM_002184492.1	PHATRDRAFT_49797
XM_002184567.1	PHATRDRAFT_55108
XM_002184493.1	PHATRDRAFT_16262
XM_002184494.1	PHATRDRAFT_49800
XM_002184568.1	PHATRDRAFT_49801
XM_002184495.1	PHATRDRAFT_49802
XM_002184569.1	PHATRDRAFT_40588
XM_002184496.1	PHATRDRAFT_7780
XM_002184570.1	PHATRDRAFT_30636
XM_002184571.1	PHATRDRAFT_49805
XM_002184497.1	PHATRDRAFT_30638
XM_002184572.1	PHATRDRAFT_40592
XM_002184573.1	PHATRDRAFT_40593
XM_002184498.1	PHATRDRAFT_40594
XM_002184574.1	PHATRDRAFT_49807
XM_002184499.1	PHATRDRAFT_49808
XM_002184575.1	PHATRDRAFT_5780
XM_002184500.1	PHATRDRAFT_4048
XM_002184501.1	PHATRDRAFT_49810
XM_002184576.1	PHATRDRAFT_49811
XM_002184502.1	PHATRDRAFT_49812
XM_002184503.1	PHATRDRAFT_42322
XM_002184577.1	PHATRDRAFT_40603
XM_002184504.1	PHATRDRAFT_30643
XM_002184578.1	PHATRDRAFT_40605
XM_002184505.1	PHATRDRAFT_40606
XM_002184506.1	PHATRDRAFT_49814
XM_002184579.1	PHATRDRAFT_40608
XM_002184507.1	PHATRDRAFT_49815
XM_002184508.1	PHATRDRAFT_40610
XM_002184580.1	PHATRDRAFT_40611
XM_002184581.1	PHATRDRAFT_40612
XM_002184509.1	PHATRDRAFT_49816
XM_002184510.1	PHATRDRAFT_49817
XM_002184582.1	PHATRDRAFT_49818
XM_002184583.1	PHATRDRAFT_51230
XM_002184584.1	PHATRDRAFT_30648
XM_002184585.1	PHATRDRAFT_49822
XM_002184586.1	PHATRDRAFT_51232
XM_002184511.1	PHATRDRAFT_877
XM_002184587.1	PHATRDRAFT_30660
XM_002184588.1	PHATRDRAFT_40623
XM_002184589.1	PHATRDRAFT_40624
XM_002184590.1	PHATRDRAFT_40625
XM_002184591.1	PHATRDRAFT_40626
XM_002184592.1	PHATRDRAFT_49826
XM_002184512.1	PHATRDRAFT_49827
XM_002184593.1	PHATRDRAFT_7293
XM_002184513.1	PHATRDRAFT_40630
XM_002184514.1	PHATRDRAFT_49829
XM_002184594.1	PHATRDRAFT_16195
XM_002184680.1	PHATRDRAFT_49830
XM_002184681.1	PHATRDRAFT_40634
XM_002184595.1	PHATRDRAFT_6066
XM_002184596.1	PHATRDRAFT_49832
XM_002184597.1	PHATRDRAFT_49833
XM_002184682.1	PHATRDRAFT_49834
XM_002184683.1	PHATRDRAFT_49835
XM_002184598.1	PHATRDRAFT_49836
XM_002184599.1	PHATRDRAFT_49837
XM_002184684.1	PHATRDRAFT_49838
XM_002184685.1	PHATRDRAFT_49839
XM_002184686.1	PHATRDRAFT_40644
XM_002184687.1	PHATRDRAFT_40645
XM_002184688.1	PHATRDRAFT_30667
XM_002184600.1	PHATRDRAFT_49840
XM_002184601.1	PHATRDRAFT_40647
XM_002184689.1	PHATRDRAFT_49842
XM_002184690.1	PHATRDRAFT_49843
XM_002184602.1	PHATRDRAFT_40650
XM_002184691.1	PHATRDRAFT_40651
XM_002184692.1	PHATRDRAFT_49844
XM_002184693.1	PHATRDRAFT_30670
XM_002184603.1	PHATRDRAFT_23547
XM_002184604.1	PHATRDRAFT_40656
XM_002184694.1	PHATRDRAFT_16334
XM_002184605.1	PHATRDRAFT_40658
XM_002184606.1	PHATRDRAFT_40659
XM_002184607.1	PHATRDRAFT_49849
XM_002184695.1	PHATRDRAFT_49850
XM_002184608.1	PHATRDRAFT_40662
XM_002184609.1	PHATRDRAFT_49851
XM_002184610.1	PHATRDRAFT_55111
XM_002184696.1	PHATRDRAFT_49854
XM_002184697.1	PHATRDRAFT_49855
XM_002184611.1	PHATRDRAFT_49856
XM_002184698.1	PHATRDRAFT_49857
XM_002184612.1	PHATRDRAFT_49858
XM_002184699.1	PHATRDRAFT_23552
XM_002184700.1	PHATRDRAFT_40672
XM_002184613.1	PHATRDRAFT_49860
XM_002184701.1	PHATRDRAFT_23557
XM_002184702.1	PHATRDRAFT_49862
XM_002184703.1	PHATRDRAFT_40676
XM_002184614.1	PHATRDRAFT_40677
XM_002184615.1	PHATRDRAFT_16408
XM_002184616.1	PHATRDRAFT_40679
XM_002184617.1	PHATRDRAFT_56615
XM_002184704.1	PHATRDRAFT_49867
XM_002184618.1	PHATRDRAFT_30690
XM_002184619.1	PHATRDRAFT_49869
XM_002184705.1	PHATRDRAFT_55112
XM_002184620.1	PHATRDRAFT_49871
XM_002184621.1	PHATRDRAFT_16376
XM_002184706.1	PHATRDRAFT_49872
XM_002184707.1	PHATRDRAFT_55114
XM_002184622.1	PHATRDRAFT_40689
XM_002184623.1	PHATRDRAFT_40690
XM_002184708.1	PHATRDRAFT_40691
XM_002184624.1	PHATRDRAFT_40692
XM_002184625.1	PHATRDRAFT_42329
XM_002184709.1	PHATRDRAFT_40694
XM_002184626.1	PHATRDRAFT_40695
XM_002184710.1	PHATRDRAFT_49876
XM_002184627.1	PHATRDRAFT_6756
XM_002184711.1	PHATRDRAFT_49877
XM_002184628.1	PHATRDRAFT_49878
XM_002184712.1	PHATRDRAFT_49879
XM_002184629.1	PHATRDRAFT_49880
XM_002184630.1	PHATRDRAFT_49881
XM_002184713.1	PHATRDRAFT_16357
XM_002184631.1	PHATRDRAFT_49883
XM_002184714.1	PHATRDRAFT_16379
XM_002184632.1	PHATRDRAFT_16283
XM_002184715.1	PHATRDRAFT_23582
XM_002184633.1	PHATRDRAFT_49887
XM_002184716.1	PHATRDRAFT_49888
XM_002184717.1	PHATRDRAFT_49889
XM_002184634.1	PHATRDRAFT_49890
XM_002184635.1	PHATRDRAFT_49891
XM_002184636.1	PHATRDRAFT_49892
XM_002184637.1	PHATRDRAFT_16341
XM_002184638.1	PHATRDRAFT_49894
XM_002184639.1	PHATRDRAFT_40716
XM_002184718.1	PHATRDRAFT_16343
XM_002184640.1	PHATRDRAFT_49896
XM_002184641.1	PHATRDRAFT_49897
XM_002184719.1	PHATRDRAFT_7784
XM_002184720.1	PHATRDRAFT_49898
XM_002184642.1	PHATRDRAFT_40722
XM_002184643.1	PHATRDRAFT_49899
XM_002184721.1	PHATRDRAFT_5512
XM_002184644.1	PHATRDRAFT_40725
XM_002184722.1	PHATRDRAFT_49902
XM_002184645.1	PHATRDRAFT_49903
XM_002184723.1	PHATRDRAFT_8324
XM_002184724.1	PHATRDRAFT_23598
XM_002184646.1	PHATRDRAFT_49905
XM_002184725.1	PHATRDRAFT_40731
XM_002184647.1	PHATRDRAFT_49907
XM_002184726.1	PHATRDRAFT_49908
XM_002184727.1	PHATRDRAFT_56310
XM_002184648.1	PHATRDRAFT_16391
XM_002184728.1	PHATRDRAFT_49911
XM_002184729.1	PHATRDRAFT_16302
XM_002184730.1	PHATRDRAFT_49913
XM_002184649.1	PHATRDRAFT_6402
XM_002184731.1	PHATRDRAFT_49915
XM_002184732.1	PHATRDRAFT_16401
XM_002184733.1	PHATRDRAFT_49917
XM_002184734.1	PHATRDRAFT_40744
XM_002184735.1	PHATRDRAFT_49918
XM_002184736.1	PHATRDRAFT_56431
XM_002184737.1	PHATRDRAFT_49919
XM_002184738.1	PHATRDRAFT_1241
XM_002184739.1	PHATRDRAFT_40749
XM_002184740.1	PHATRDRAFT_49921
XM_002184650.1	PHATRDRAFT_49922
XM_002184651.1	PHATRDRAFT_16363
XM_002184652.1	PHATRDRAFT_40753
XM_002184741.1	PHATRDRAFT_49924
XM_002184742.1	PHATRDRAFT_49926
XM_002184653.1	PHATRDRAFT_49927
XM_002184654.1	PHATRDRAFT_16295
XM_002184655.1	PHATRDRAFT_7292
XM_002184743.1	PHATRDRAFT_40760
XM_002184744.1	PHATRDRAFT_40761
XM_002184745.1	PHATRDRAFT_23623
XM_002184656.1	PHATRDRAFT_49930
XM_002184746.1	PHATRDRAFT_49931
XM_002184747.1	PHATRDRAFT_49932
XM_002184748.1	PHATRDRAFT_49933
XM_002184749.1	PHATRDRAFT_49934
XM_002184750.1	PHATRDRAFT_49935
XM_002184657.1	PHATRDRAFT_49936
XM_002184658.1	PHATRDRAFT_7959
XM_002184751.1	PHATRDRAFT_49937
XM_002184659.1	PHATRDRAFT_49938
XM_002184752.1	PHATRDRAFT_49939
