TXNAME	GENEID
XM_002178628.1	PHATRDRAFT_44670
XM_002178352.1	PHATRDRAFT_44671
XM_002178629.1	PHATRDRAFT_10674
XM_002178353.1	PHATRDRAFT_44673
XM_002178354.1	PHATRDRAFT_41857
XM_002178630.1	PHATRDRAFT_11083
XM_002178355.1	PHATRDRAFT_34157
XM_002178631.1	PHATRDRAFT_26336
XM_002178356.1	PHATRDRAFT_10934
XM_002178632.1	PHATRDRAFT_44677
XM_002178633.1	PHATRDRAFT_19211
XM_002178357.1	PHATRDRAFT_44679
XM_002178634.1	PHATRDRAFT_44680
XM_002178358.1	PHATRDRAFT_34164
XM_002178359.1	PHATRDRAFT_34165
XM_002178360.1	PHATRDRAFT_10893
XM_002178635.1	PHATRDRAFT_44684
XM_002178636.1	PHATRDRAFT_34168
XM_002178637.1	PHATRDRAFT_26346
XM_002178361.1	PHATRDRAFT_10757
XM_002178638.1	PHATRDRAFT_44687
XM_002178362.1	PHATRDRAFT_44688
XM_002178639.1	PHATRDRAFT_10954
XM_002178640.1	PHATRDRAFT_44690
XM_002178363.1	PHATRDRAFT_44691
XM_002178641.1	PHATRDRAFT_44692
XM_002178364.1	PHATRDRAFT_34177
XM_002178642.1	PHATRDRAFT_11021
XM_002178365.1	PHATRDRAFT_44694
XM_002178643.1	PHATRDRAFT_34180
XM_002178366.1	PHATRDRAFT_44695
XM_002178367.1	PHATRDRAFT_10852
XM_002178644.1	PHATRDRAFT_26363
XM_002178368.1	PHATRDRAFT_10988
XM_002178645.1	PHATRDRAFT_44700
XM_002178369.1	PHATRDRAFT_50825
XM_002178370.1	PHATRDRAFT_44702
XM_002178646.1	PHATRDRAFT_44703
XM_002178371.1	PHATRDRAFT_44704
XM_002178647.1	PHATRDRAFT_44705
XM_002178372.1	PHATRDRAFT_34192
XM_002178373.1	PHATRDRAFT_44708
XM_002178648.1	PHATRDRAFT_4074
XM_002178374.1	PHATRDRAFT_34196
XM_002178649.1	PHATRDRAFT_44709
XM_002178650.1	PHATRDRAFT_19244
XM_002178651.1	PHATRDRAFT_34199
XM_002178375.1	PHATRDRAFT_44711
XM_002178873.1	PHATRDRAFT_44712
XM_002178874.1	PHATRDRAFT_54289
XM_002178652.1	PHATRDRAFT_44715
XM_002178875.1	PHATRDRAFT_34205
XM_002178876.1	PHATRDRAFT_44716
XM_002178653.1	PHATRDRAFT_26375
XM_002178877.1	PHATRDRAFT_34208
XM_002178878.1	PHATRDRAFT_34209
XM_002178879.1	PHATRDRAFT_44719
XM_002178654.1	PHATRDRAFT_4563
XM_002178655.1	PHATRDRAFT_26382
XM_002178656.1	PHATRDRAFT_44722
XM_002178657.1	PHATRDRAFT_11490
XM_002178880.1	PHATRDRAFT_26387
XM_002178881.1	PHATRDRAFT_34216
XM_002178658.1	PHATRDRAFT_34217
XM_002178882.1	PHATRDRAFT_44724
XM_002178659.1	PHATRDRAFT_44725
XM_002178883.1	PHATRDRAFT_11358
XM_002178660.1	PHATRDRAFT_44727
XM_002178884.1	PHATRDRAFT_44728
XM_002178885.1	PHATRDRAFT_44729
XM_002178661.1	PHATRDRAFT_51720
XM_002178886.1	PHATRDRAFT_34225
XM_002178662.1	PHATRDRAFT_1473
XM_002178887.1	PHATRDRAFT_44732
XM_002178663.1	PHATRDRAFT_44733
XM_002178888.1	PHATRDRAFT_34229
XM_002178889.1	PHATRDRAFT_34230
XM_002178664.1	PHATRDRAFT_44735
XM_002178890.1	PHATRDRAFT_11441
XM_002178665.1	PHATRDRAFT_34233
XM_002178891.1	PHATRDRAFT_44737
XM_002178666.1	PHATRDRAFT_44738
XM_002178667.1	PHATRDRAFT_44739
XM_002178892.1	PHATRDRAFT_11174
XM_002178668.1	PHATRDRAFT_26405
XM_002178893.1	PHATRDRAFT_44742
XM_002178894.1	PHATRDRAFT_44743
XM_002178895.1	PHATRDRAFT_34241
XM_002178669.1	PHATRDRAFT_44744
XM_002178896.1	PHATRDRAFT_44745
XM_002178670.1	PHATRDRAFT_34244
XM_002178897.1	PHATRDRAFT_34245
XM_002178671.1	PHATRDRAFT_44747
XM_002178898.1	PHATRDRAFT_34247
XM_002178672.1	PHATRDRAFT_44748
XM_002178899.1	PHATRDRAFT_44749
XM_002178673.1	PHATRDRAFT_44750
XM_002178900.1	PHATRDRAFT_44751
XM_002178901.1	PHATRDRAFT_34252
XM_002178674.1	PHATRDRAFT_8511
XM_002178675.1	PHATRDRAFT_44752
XM_002178676.1	PHATRDRAFT_44753
XM_002178677.1	PHATRDRAFT_11236
XM_002178902.1	PHATRDRAFT_44756
XM_002178903.1	PHATRDRAFT_44757
XM_002178678.1	PHATRDRAFT_44758
XM_002178904.1	PHATRDRAFT_34261
XM_002178679.1	PHATRDRAFT_44759
XM_002178905.1	PHATRDRAFT_11183
XM_002178906.1	PHATRDRAFT_44761
XM_002178907.1	PHATRDRAFT_44762
XM_002178680.1	PHATRDRAFT_44763
XM_002178681.1	PHATRDRAFT_54296
XM_002178682.1	PHATRDRAFT_5537
XM_002178908.1	PHATRDRAFT_44765
XM_002178683.1	PHATRDRAFT_34270
XM_002178684.1	PHATRDRAFT_44766
XM_002178909.1	PHATRDRAFT_44767
XM_002178685.1	PHATRDRAFT_34273
XM_002178910.1	PHATRDRAFT_11387
XM_002178686.1	PHATRDRAFT_34275
XM_002178911.1	PHATRDRAFT_11197
XM_002178912.1	PHATRDRAFT_8310
XM_002178687.1	PHATRDRAFT_44770
XM_002178688.1	PHATRDRAFT_26422
XM_002178913.1	PHATRDRAFT_11313
XM_002178689.1	PHATRDRAFT_34280
XM_002178914.1	PHATRDRAFT_44773
XM_002178915.1	PHATRDRAFT_44774
XM_002178690.1	PHATRDRAFT_44775
XM_002178916.1	PHATRDRAFT_44776
XM_002178917.1	PHATRDRAFT_51727
XM_002178918.1	PHATRDRAFT_19300
XM_002178691.1	PHATRDRAFT_34287
XM_002178919.1	PHATRDRAFT_44779
XM_002178692.1	PHATRDRAFT_11154
XM_002178693.1	PHATRDRAFT_44781
XM_002178694.1	PHATRDRAFT_44782
XM_002178920.1	PHATRDRAFT_26432
XM_002178695.1	PHATRDRAFT_44784
XM_002178921.1	PHATRDRAFT_34295
XM_002178696.1	PHATRDRAFT_44785
XM_002178922.1	PHATRDRAFT_11390
XM_002178697.1	PHATRDRAFT_44788
XM_002178698.1	PHATRDRAFT_11281
XM_002178923.1	PHATRDRAFT_34301
XM_002178924.1	PHATRDRAFT_34302
XM_002178699.1	PHATRDRAFT_34303
XM_002178700.1	PHATRDRAFT_44790
XM_002178925.1	PHATRDRAFT_19314
XM_002178701.1	PHATRDRAFT_44792
XM_002178926.1	PHATRDRAFT_34307
XM_002178927.1	PHATRDRAFT_44793
XM_002178702.1	PHATRDRAFT_44794
XM_002178703.1	PHATRDRAFT_11273
XM_002178704.1	PHATRDRAFT_44796
XM_002178928.1	PHATRDRAFT_44797
XM_002178929.1	PHATRDRAFT_44798
XM_002178930.1	PHATRDRAFT_44799
XM_002178705.1	PHATRDRAFT_44800
XM_002178931.1	PHATRDRAFT_44801
XM_002178706.1	PHATRDRAFT_34317
XM_002178707.1	PHATRDRAFT_11458
XM_002178932.1	PHATRDRAFT_44803
XM_002178708.1	PHATRDRAFT_44804
XM_002178933.1	PHATRDRAFT_34321
XM_002178709.1	PHATRDRAFT_4700
XM_002178934.1	PHATRDRAFT_44806
XM_002178710.1	PHATRDRAFT_34324
XM_002178935.1	PHATRDRAFT_44807
XM_002178936.1	PHATRDRAFT_44809
XM_002178711.1	PHATRDRAFT_11144
XM_002178937.1	PHATRDRAFT_19324
XM_002178938.1	PHATRDRAFT_19329
XM_002178712.1	PHATRDRAFT_44814
XM_002178939.1	PHATRDRAFT_44815
XM_002178940.1	PHATRDRAFT_44816
XM_002178713.1	PHATRDRAFT_19333
XM_002178941.1	PHATRDRAFT_11131
XM_002178714.1	PHATRDRAFT_34337
XM_002178942.1	PHATRDRAFT_44818
XM_002178715.1	PHATRDRAFT_41875
XM_002178943.1	PHATRDRAFT_34340
XM_002178716.1	PHATRDRAFT_44820
XM_002178944.1	PHATRDRAFT_44821
XM_002178945.1	PHATRDRAFT_34343
XM_002178717.1	PHATRDRAFT_44822
XM_002178718.1	PHATRDRAFT_44823
XM_002178719.1	PHATRDRAFT_54306
XM_002178946.1	PHATRDRAFT_44825
XM_002178720.1	PHATRDRAFT_19341
XM_002178947.1	PHATRDRAFT_11217
XM_002178721.1	PHATRDRAFT_44828
XM_002178948.1	PHATRDRAFT_44829
XM_002178949.1	PHATRDRAFT_11248
XM_002178722.1	PHATRDRAFT_44830
XM_002178950.1	PHATRDRAFT_44831
XM_002178723.1	PHATRDRAFT_34355
XM_002178724.1	PHATRDRAFT_50836
XM_002178951.1	PHATRDRAFT_44833
XM_002178952.1	PHATRDRAFT_34358
XM_002178725.1	PHATRDRAFT_11288
XM_002178726.1	PHATRDRAFT_44835
XM_002178953.1	PHATRDRAFT_44836
XM_002178954.1	PHATRDRAFT_34362
XM_002178955.1	PHATRDRAFT_34363
XM_002178727.1	PHATRDRAFT_11434
XM_002178728.1	PHATRDRAFT_44838
XM_002178956.1	PHATRDRAFT_44839
XM_002178957.1	PHATRDRAFT_34367
XM_002178958.1	PHATRDRAFT_11402
XM_002178729.1	PHATRDRAFT_11285
XM_002178730.1	PHATRDRAFT_11189
XM_002178731.1	PHATRDRAFT_34371
XM_002178959.1	PHATRDRAFT_11337
XM_002178732.1	PHATRDRAFT_34373
XM_002178960.1	PHATRDRAFT_44844
XM_002178961.1	PHATRDRAFT_44845
XM_002178962.1	PHATRDRAFT_44846
XM_002178733.1	PHATRDRAFT_8293
XM_002178734.1	PHATRDRAFT_7957
XM_002178735.1	PHATRDRAFT_54310
XM_002178736.1	PHATRDRAFT_11356
XM_002178737.1	PHATRDRAFT_7614
XM_002178963.1	PHATRDRAFT_44848
XM_002178738.1	PHATRDRAFT_11169
XM_002178964.1	PHATRDRAFT_44850
XM_002178739.1	PHATRDRAFT_44851
XM_002178740.1	PHATRDRAFT_56481
XM_002178965.1	PHATRDRAFT_34384
XM_002178966.1	PHATRDRAFT_34385
XM_002178741.1	PHATRDRAFT_11259
XM_002178967.1	PHATRDRAFT_432
XM_002178742.1	PHATRDRAFT_44858
XM_002178743.1	PHATRDRAFT_44859
XM_002178744.1	PHATRDRAFT_26515
XM_002178968.1	PHATRDRAFT_34391
XM_002178745.1	PHATRDRAFT_34392
XM_002178969.1	PHATRDRAFT_259
XM_002178746.1	PHATRDRAFT_44863
XM_002178747.1	PHATRDRAFT_44864
XM_002178970.1	PHATRDRAFT_11145
XM_002178748.1	PHATRDRAFT_2217
XM_002178971.1	PHATRDRAFT_44868
XM_002178972.1	PHATRDRAFT_1884
XM_002178973.1	PHATRDRAFT_44871
XM_002178749.1	PHATRDRAFT_34403
XM_002178974.1	PHATRDRAFT_4550
XM_002178750.1	PHATRDRAFT_19413
XM_002178751.1	PHATRDRAFT_44873
XM_002178752.1	PHATRDRAFT_11308
XM_002178975.1	PHATRDRAFT_11477
XM_002178976.1	PHATRDRAFT_44874
XM_002178977.1	PHATRDRAFT_44876
XM_002178978.1	PHATRDRAFT_44877
XM_002178753.1	PHATRDRAFT_44878
XM_002178979.1	PHATRDRAFT_34413
XM_002178754.1	PHATRDRAFT_44879
XM_002178755.1	PHATRDRAFT_34415
XM_002178756.1	PHATRDRAFT_44880
XM_002178757.1	PHATRDRAFT_11160
XM_002178758.1	PHATRDRAFT_34418
XM_002178980.1	PHATRDRAFT_34419
XM_002178759.1	PHATRDRAFT_7639
XM_002178760.1	PHATRDRAFT_11230
XM_002178981.1	PHATRDRAFT_44882
XM_002178982.1	PHATRDRAFT_34422
XM_002178761.1	PHATRDRAFT_34423
XM_002178762.1	PHATRDRAFT_44884
XM_002178983.1	PHATRDRAFT_34425
XM_002178763.1	PHATRDRAFT_44885
XM_002178984.1	PHATRDRAFT_44886
XM_002178764.1	PHATRDRAFT_44887
XM_002178985.1	PHATRDRAFT_44888
XM_002178765.1	PHATRDRAFT_44889
XM_002178766.1	PHATRDRAFT_34431
XM_002178767.1	PHATRDRAFT_44890
XM_002178986.1	PHATRDRAFT_34433
XM_002178768.1	PHATRDRAFT_44891
XM_002178769.1	PHATRDRAFT_44892
XM_002178987.1	PHATRDRAFT_11391
XM_002178770.1	PHATRDRAFT_44894
XM_002178988.1	PHATRDRAFT_44896
XM_002178771.1	PHATRDRAFT_34440
XM_002178772.1	PHATRDRAFT_34441
XM_002178989.1	PHATRDRAFT_44898
XM_002178773.1	PHATRDRAFT_44899
XM_002178990.1	PHATRDRAFT_44900
XM_002178991.1	PHATRDRAFT_44901
XM_002178992.1	PHATRDRAFT_44902
XM_002178993.1	PHATRDRAFT_54319
XM_002178994.1	PHATRDRAFT_19427
XM_002178774.1	PHATRDRAFT_44905
XM_002178995.1	PHATRDRAFT_44906
XM_002178775.1	PHATRDRAFT_44907
XM_002178996.1	PHATRDRAFT_44908
XM_002178776.1	PHATRDRAFT_4003
XM_002178997.1	PHATRDRAFT_44910
XM_002178777.1	PHATRDRAFT_19438
XM_002178998.1	PHATRDRAFT_44912
XM_002178999.1	PHATRDRAFT_34457
XM_002178778.1	PHATRDRAFT_26565
XM_002178779.1	PHATRDRAFT_34460
XM_002178780.1	PHATRDRAFT_11235
XM_002178781.1	PHATRDRAFT_44917
XM_002178782.1	PHATRDRAFT_11403
XM_002179000.1	PHATRDRAFT_44919
XM_002178783.1	PHATRDRAFT_44920
XM_002178784.1	PHATRDRAFT_44921
XM_002179001.1	PHATRDRAFT_44922
XM_002179002.1	PHATRDRAFT_44923
XM_002179003.1	PHATRDRAFT_34469
XM_002179004.1	PHATRDRAFT_44924
XM_002178785.1	PHATRDRAFT_44925
XM_002179005.1	PHATRDRAFT_44926
XM_002179006.1	PHATRDRAFT_44927
XM_002178786.1	PHATRDRAFT_54323
XM_002179007.1	PHATRDRAFT_44929
XM_002178787.1	PHATRDRAFT_44930
XM_002178788.1	PHATRDRAFT_44931
XM_002179008.1	PHATRDRAFT_44932
XM_002178789.1	PHATRDRAFT_34479
XM_002179009.1	PHATRDRAFT_708
XM_002179010.1	PHATRDRAFT_44934
XM_002178790.1	PHATRDRAFT_44935
XM_002179011.1	PHATRDRAFT_44936
XM_002178791.1	PHATRDRAFT_34484
XM_002179012.1	PHATRDRAFT_34485
XM_002179013.1	PHATRDRAFT_2808
XM_002178792.1	PHATRDRAFT_44938
XM_002178793.1	PHATRDRAFT_34488
XM_002179014.1	PHATRDRAFT_34489
XM_002178794.1	PHATRDRAFT_51757
XM_002179015.1	PHATRDRAFT_11128
XM_002178795.1	PHATRDRAFT_44942
XM_002179016.1	PHATRDRAFT_34493
XM_002178796.1	PHATRDRAFT_44944
XM_002178797.1	PHATRDRAFT_11459
XM_002179017.1	PHATRDRAFT_11363
XM_002178798.1	PHATRDRAFT_44947
XM_002179018.1	PHATRDRAFT_54326
XM_002178799.1	PHATRDRAFT_44949
XM_002179019.1	PHATRDRAFT_11319
XM_002178800.1	PHATRDRAFT_44950
XM_002179020.1	PHATRDRAFT_11414
XM_002178801.1	PHATRDRAFT_44951
XM_002179021.1	PHATRDRAFT_44952
XM_002179022.1	PHATRDRAFT_51761
XM_002178802.1	PHATRDRAFT_11472
XM_002178803.1	PHATRDRAFT_1800
XM_002179023.1	PHATRDRAFT_11401
XM_002178804.1	PHATRDRAFT_11192
XM_002179024.1	PHATRDRAFT_34505
XM_002178805.1	PHATRDRAFT_19482
XM_002179025.1	PHATRDRAFT_44955
XM_002178806.1	PHATRDRAFT_11352
XM_002179026.1	PHATRDRAFT_54330
XM_002178807.1	PHATRDRAFT_1874
XM_002179027.1	PHATRDRAFT_6032
XM_002178808.1	PHATRDRAFT_54331
XM_002179028.1	PHATRDRAFT_11204
XM_002178809.1	PHATRDRAFT_44959
XM_002179029.1	PHATRDRAFT_41886
XM_002179030.1	PHATRDRAFT_34514
XM_002179031.1	PHATRDRAFT_44961
XM_002178810.1	PHATRDRAFT_34516
XM_002178811.1	PHATRDRAFT_11438
XM_002179032.1	PHATRDRAFT_44962
XM_002178812.1	PHATRDRAFT_44963
XM_002179033.1	PHATRDRAFT_34520
XM_002178813.1	PHATRDRAFT_34521
XM_002178814.1	PHATRDRAFT_34522
XM_002178815.1	PHATRDRAFT_11126
XM_002178816.1	PHATRDRAFT_5424
XM_002179034.1	PHATRDRAFT_5532
XM_002178817.1	PHATRDRAFT_34526
XM_002179035.1	PHATRDRAFT_26634
XM_002179036.1	PHATRDRAFT_44966
XM_002178818.1	PHATRDRAFT_34528
XM_002179037.1	PHATRDRAFT_34529
XM_002178819.1	PHATRDRAFT_44967
XM_002178820.1	PHATRDRAFT_34531
XM_002178821.1	PHATRDRAFT_44968
XM_002179038.1	PHATRDRAFT_44969
XM_002178822.1	PHATRDRAFT_34534
XM_002178823.1	PHATRDRAFT_44970
XM_002178824.1	PHATRDRAFT_34536
XM_002179039.1	PHATRDRAFT_44971
XM_002179040.1	PHATRDRAFT_34538
XM_002178825.1	PHATRDRAFT_26635
XM_002178826.1	PHATRDRAFT_44973
XM_002178827.1	PHATRDRAFT_44974
XM_002179041.1	PHATRDRAFT_44975
XM_002179042.1	PHATRDRAFT_11462
XM_002178828.1	PHATRDRAFT_34543
XM_002178829.1	PHATRDRAFT_19513
XM_002179043.1	PHATRDRAFT_44977
XM_002178830.1	PHATRDRAFT_44978
XM_002179044.1	PHATRDRAFT_44979
XM_002178831.1	PHATRDRAFT_44980
XM_002179045.1	PHATRDRAFT_34549
XM_002178832.1	PHATRDRAFT_44981
XM_002179046.1	PHATRDRAFT_34551
XM_002178833.1	PHATRDRAFT_44982
XM_002179047.1	PHATRDRAFT_11286
XM_002179048.1	PHATRDRAFT_11409
XM_002179049.1	PHATRDRAFT_44984
XM_002178834.1	PHATRDRAFT_34555
XM_002178835.1	PHATRDRAFT_34556
XM_002179050.1	PHATRDRAFT_6725
XM_002179051.1	PHATRDRAFT_11318
XM_002178836.1	PHATRDRAFT_19518
XM_002178837.1	PHATRDRAFT_44987
XM_002179052.1	PHATRDRAFT_11373
XM_002178838.1	PHATRDRAFT_44989
XM_002178839.1	PHATRDRAFT_34564
XM_002178840.1	PHATRDRAFT_44991
XM_002178841.1	PHATRDRAFT_34566
XM_002179053.1	PHATRDRAFT_26649
XM_002179054.1	PHATRDRAFT_44993
XM_002179055.1	PHATRDRAFT_44994
XM_002179056.1	PHATRDRAFT_44995
XM_002179057.1	PHATRDRAFT_8537
XM_002178842.1	PHATRDRAFT_44997
XM_002179058.1	PHATRDRAFT_11198
XM_002178843.1	PHATRDRAFT_44999
XM_002179059.1	PHATRDRAFT_7755
XM_002179060.1	PHATRDRAFT_34576
XM_002178844.1	PHATRDRAFT_45001
XM_002178845.1	PHATRDRAFT_1631
XM_002178846.1	PHATRDRAFT_45002
XM_002178847.1	PHATRDRAFT_45003
XM_002178848.1	PHATRDRAFT_11271
XM_002179061.1	PHATRDRAFT_34582
XM_002178849.1	PHATRDRAFT_11305
XM_002179062.1	PHATRDRAFT_34584
XM_002179063.1	PHATRDRAFT_45006
XM_002179064.1	PHATRDRAFT_34586
XM_002178850.1	PHATRDRAFT_34587
XM_002178851.1	PHATRDRAFT_34588
XM_002179065.1	PHATRDRAFT_8185
XM_002178852.1	PHATRDRAFT_34590
XM_002179066.1	PHATRDRAFT_45008
XM_002178853.1	PHATRDRAFT_34592
XM_002179067.1	PHATRDRAFT_45009
XM_002178854.1	PHATRDRAFT_45011
XM_002179068.1	PHATRDRAFT_45012
XM_002178855.1	PHATRDRAFT_45013
XM_002179069.1	PHATRDRAFT_45014
XM_002178856.1	PHATRDRAFT_11368
XM_002179070.1	PHATRDRAFT_34600
XM_002178857.1	PHATRDRAFT_45016
XM_002178858.1	PHATRDRAFT_45017
XM_002179071.1	PHATRDRAFT_34603
XM_002178859.1	PHATRDRAFT_45018
XM_002178860.1	PHATRDRAFT_45019
XM_002179072.1	PHATRDRAFT_45020
XM_002178861.1	PHATRDRAFT_45021
XM_002179073.1	PHATRDRAFT_5543
XM_002178862.1	PHATRDRAFT_45022
XM_002178863.1	PHATRDRAFT_34610
XM_002178864.1	PHATRDRAFT_34611
XM_002179074.1	PHATRDRAFT_11336
XM_002178865.1	PHATRDRAFT_45024
XM_002179075.1	PHATRDRAFT_45025
XM_002179076.1	PHATRDRAFT_50848
XM_002178866.1	PHATRDRAFT_45027
XM_002178867.1	PHATRDRAFT_45028
XM_002179077.1	PHATRDRAFT_45029
XM_002178868.1	PHATRDRAFT_11151
PHATRDRAFT_45031	PHATRDRAFT_45031
XM_002179078.1	PHATRDRAFT_45032
XM_002178869.1	PHATRDRAFT_34622
XM_002179079.1	PHATRDRAFT_45033
XM_002178870.1	PHATRDRAFT_45034
XM_002178871.1	PHATRDRAFT_34625
XM_002179080.1	PHATRDRAFT_34626
XM_002178872.1	PHATRDRAFT_11423
XM_002179081.1	PHATRDRAFT_34628
XM_002179302.1	PHATRDRAFT_45036
XM_002179303.1	PHATRDRAFT_34630
XM_002179304.1	PHATRDRAFT_34631
XM_002179305.1	PHATRDRAFT_34632
XM_002179306.1	PHATRDRAFT_34633
XM_002179082.1	PHATRDRAFT_45037
XM_002179307.1	PHATRDRAFT_19552
XM_002179083.1	PHATRDRAFT_34636
XM_002179084.1	PHATRDRAFT_45039
XM_002179085.1	PHATRDRAFT_34638
XM_002179086.1	PHATRDRAFT_34639
XM_002179087.1	PHATRDRAFT_34640
XM_002179088.1	PHATRDRAFT_45040
XM_002179308.1	PHATRDRAFT_34642
XM_002179089.1	PHATRDRAFT_45041
XM_002179309.1	PHATRDRAFT_45043
XM_002179310.1	PHATRDRAFT_11674
XM_002179090.1	PHATRDRAFT_34647
XM_002179091.1	PHATRDRAFT_45045
XM_002179311.1	PHATRDRAFT_45046
XM_002179092.1	PHATRDRAFT_34650
XM_002179312.1	PHATRDRAFT_11792
XM_002179093.1	PHATRDRAFT_45048
XM_002179313.1	PHATRDRAFT_11741
XM_002179094.1	PHATRDRAFT_45050
XM_002179314.1	PHATRDRAFT_45051
XM_002179315.1	PHATRDRAFT_34656
XM_002179095.1	PHATRDRAFT_6817
XM_002179316.1	PHATRDRAFT_45053
XM_002179096.1	PHATRDRAFT_45054
XM_002179317.1	PHATRDRAFT_45055
XM_002179318.1	PHATRDRAFT_41894
XM_002179097.1	PHATRDRAFT_45057
XM_002179319.1	PHATRDRAFT_45058
XM_002179098.1	PHATRDRAFT_45059
XM_002179099.1	PHATRDRAFT_45060
XM_002179100.1	PHATRDRAFT_45061
XM_002179320.1	PHATRDRAFT_45062
XM_002179321.1	PHATRDRAFT_11673
XM_002179101.1	PHATRDRAFT_45064
XM_002179322.1	PHATRDRAFT_45065
XM_002179323.1	PHATRDRAFT_7173
XM_002179102.1	PHATRDRAFT_34672
XM_002179324.1	PHATRDRAFT_19568
XM_002179103.1	PHATRDRAFT_45068
XM_002179325.1	PHATRDRAFT_34675
XM_002179326.1	PHATRDRAFT_45070
XM_002179327.1	PHATRDRAFT_45071
XM_002179328.1	PHATRDRAFT_45072
XM_002179329.1	PHATRDRAFT_45073
XM_002179104.1	PHATRDRAFT_45074
XM_002179105.1	PHATRDRAFT_34681
XM_002179330.1	PHATRDRAFT_11593
XM_002179331.1	PHATRDRAFT_34683
XM_002179332.1	PHATRDRAFT_11793
XM_002179333.1	PHATRDRAFT_34685
XM_002179334.1	PHATRDRAFT_45079
XM_002179335.1	PHATRDRAFT_45080
XM_002179106.1	PHATRDRAFT_45081
XM_002179336.1	PHATRDRAFT_7876
XM_002179107.1	PHATRDRAFT_45083
XM_002179337.1	PHATRDRAFT_45084
XM_002179108.1	PHATRDRAFT_19579
XM_002179338.1	PHATRDRAFT_45086
XM_002179339.1	PHATRDRAFT_34694
XM_002179109.1	PHATRDRAFT_45087
XM_002179110.1	PHATRDRAFT_45088
XM_002179111.1	PHATRDRAFT_55575
XM_002179340.1	PHATRDRAFT_34698
XM_002179112.1	PHATRDRAFT_19586
XM_002179341.1	PHATRDRAFT_45091
XM_002179342.1	PHATRDRAFT_26714
XM_002179113.1	PHATRDRAFT_11799
XM_002179114.1	PHATRDRAFT_45094
XM_002179343.2	PHATRDRAFT_54342
XM_002179115.1	PHATRDRAFT_45096
XM_002179344.1	PHATRDRAFT_45097
XM_002179345.1	PHATRDRAFT_45098
XM_002179116.1	PHATRDRAFT_34708
XM_002179117.1	PHATRDRAFT_45099
XM_002179118.1	PHATRDRAFT_34710
XM_002179346.1	PHATRDRAFT_54343
XM_002179119.1	PHATRDRAFT_34712
XM_002179347.1	PHATRDRAFT_11652
XM_002179120.1	PHATRDRAFT_45104
XM_002179348.1	PHATRDRAFT_34715
XM_002179121.1	PHATRDRAFT_34716
XM_002179122.1	PHATRDRAFT_11690
XM_002179349.1	PHATRDRAFT_45108
XM_002179123.1	PHATRDRAFT_45109
XM_002179350.1	PHATRDRAFT_34720
XM_002179124.1	PHATRDRAFT_45110
XM_002179125.1	PHATRDRAFT_45111
XM_002179351.1	PHATRDRAFT_45112
XM_002179126.1	PHATRDRAFT_34724
XM_002179352.1	PHATRDRAFT_19604
XM_002179127.1	PHATRDRAFT_45115
XM_002179353.1	PHATRDRAFT_45116
XM_002179128.1	PHATRDRAFT_34728
XM_002179129.1	PHATRDRAFT_45117
XM_002179130.1	PHATRDRAFT_45118
XM_002179131.1	PHATRDRAFT_45119
XM_002179354.1	PHATRDRAFT_34732
XM_002179132.1	PHATRDRAFT_45120
XM_002179355.1	PHATRDRAFT_4216
XM_002179133.1	PHATRDRAFT_45122
XM_002179356.1	PHATRDRAFT_45123
XM_002179134.1	PHATRDRAFT_45124
XM_002179357.1	PHATRDRAFT_45125
XM_002179135.1	PHATRDRAFT_19615
XM_002179136.1	PHATRDRAFT_56522
XM_002179358.1	PHATRDRAFT_45127
XM_002179137.1	PHATRDRAFT_26742
XM_002179359.1	PHATRDRAFT_45130
XM_002179138.1	PHATRDRAFT_34746
XM_002179360.1	PHATRDRAFT_34747
XM_002179361.1	PHATRDRAFT_11527
XM_002179139.1	PHATRDRAFT_45135
XM_002179140.1	PHATRDRAFT_34751
XM_002179362.1	PHATRDRAFT_34752
XM_002179141.1	PHATRDRAFT_45136
XM_002179363.1	PHATRDRAFT_34754
XM_002179364.1	PHATRDRAFT_11781
XM_002179142.1	PHATRDRAFT_34756
XM_002179365.1	PHATRDRAFT_26750
XM_002179366.1	PHATRDRAFT_11653
XM_002179143.1	PHATRDRAFT_45140
XM_002179144.1	PHATRDRAFT_45141
XM_002179145.1	PHATRDRAFT_45142
XM_002179367.1	PHATRDRAFT_45143
XM_002179146.1	PHATRDRAFT_11563
XM_002179147.1	PHATRDRAFT_11631
XM_002179368.1	PHATRDRAFT_45145
XM_002179148.1	PHATRDRAFT_45146
XM_002179369.1	PHATRDRAFT_45147
XM_002179149.1	PHATRDRAFT_45148
XM_002179370.1	PHATRDRAFT_45149
XM_002179150.1	PHATRDRAFT_45150
XM_002179371.1	PHATRDRAFT_7666
XM_002179151.1	PHATRDRAFT_54355
XM_002179152.1	PHATRDRAFT_45153
XM_002179372.1	PHATRDRAFT_45154
XM_002179153.1	PHATRDRAFT_45155
XM_002179154.1	PHATRDRAFT_34775
XM_002179373.1	PHATRDRAFT_19647
XM_002179155.1	PHATRDRAFT_26775
XM_002179156.1	PHATRDRAFT_11785
XM_002179157.1	PHATRDRAFT_45159
XM_002179374.1	PHATRDRAFT_45160
XM_002179158.1	PHATRDRAFT_45161
XM_002179375.1	PHATRDRAFT_34782
XM_002179159.1	PHATRDRAFT_26780
XM_002179376.1	PHATRDRAFT_45163
XM_002179377.1	PHATRDRAFT_45164
XM_002179378.1	PHATRDRAFT_45165
XM_002179379.1	PHATRDRAFT_51797
